key,tokenizer,technique,mcc,m_f1,w_f1,acc
299,MWETokenizer,SGDC,0.014419336911719963,0.4967852836986429,0.5101311561438816,0.5273446079508016
247,WhitespaceTokenizer,KNN,-0.019392038407002682,0.4626798373275384,0.4552234392473474,0.4705559368565546
49,ToktokTokenizer,LR,-0.017439165585609092,0.3735085774399846,0.4154146566873113,0.5567604667124227
490,WhitespaceTokenizer,KNN,-0.030009428180370494,0.4536873951410088,0.4450007906177168,0.462298682284041
46,NLTKWordTokenizer,KNN,0.011098703782771394,0.4712735477932991,0.4624623410400128,0.4798901853122855
283,NLTKWordTokenizer,SGDC,0.002601775395233581,0.4822945922852429,0.4777922102329962,0.4848318462594372
210,ToktokTokenizer,BiLSTM,0.0,0.3600667603654251,0.405192491623302,0.5626630061770762
411,ToktokTokenizer,BiLSTM,0.0,0.35758377425044097,0.3980788482046776,0.5566231983527797
298,SyllableTokenizer,LSTM,-0.0130981702787062,0.3594991911092354,0.4037160913994115,0.561278278058423
66,MWETokenizer,CNN,0.5103742173789498,0.7551219203401751,0.7592166382233975,0.7595168374816984
495,MWETokenizer,BiLSTM,0.015134633464556922,0.35770597926155634,0.3975482516224389,0.5560029282576867
158,MWETokenizer,BiLSTM,0.0,0.3592788038698329,0.4029248905444797,0.5607412491420728
179,SyllableTokenizer,LSTM,-0.0019222525689255453,0.3609829624143906,0.406757380162341,0.5634866163349348
207,ToktokTokenizer,LSTM,0.0,0.3582628611698379,0.400015114997318,0.5582704186684969
40,TweetTokenizer,LR,-0.01748243227565965,0.38792457289767857,0.4307167227140147,0.5577213452299244
222,ToktokTokenizer,LR,-0.002097650697822403,0.3959427448850524,0.43761467657683817,0.5597803706245711
104,TreebankWordTokenizer,SGDC,-0.0195679824187636,0.4180222814140768,0.4498666636269919,0.5419106881405563
50,TweetTokenizer,BNB,0.07271335888220806,0.5360458661511954,0.5402869445373198,0.5393484626647145
295,ToktokTokenizer,BiLSTM,0.0,0.3573293810431223,0.3973552945796899,0.5560070283329672
353,TweetTokenizer,BiLSTM,0.4896855488325486,0.7445704669175954,0.7477150022503923,0.7482978256094882
39,SyllableTokenizer,CNN,0.0,0.35978556990948235,0.40438218893875655,0.5619766643788606
266,MWETokenizer,SGDC,0.0037917821062113,0.4553660083586205,0.4437121361964466,0.4733013040494166
404,MWETokenizer,GB,0.017615915075646076,0.37541290901073204,0.4125565687703619,0.5556775752251263
9,SyllableTokenizer,BNB,0.046938791232870786,0.5232993895360585,0.5282504483127881,0.5274524158125915
153,ToktokTokenizer,BiLSTM,0.5131264889189323,0.7550598823294954,0.7574908118846024,0.7566231983527797
296,MWETokenizer,KNN,0.019030281617192942,0.4808195351955553,0.4737147367743192,0.4895673182517022
475,ToktokTokenizer,SGDC,-0.00019509530718375717,0.4959390201086148,0.5067864906389244,0.515442690459849
489,MWETokenizer,BiLSTM,0.01528703146110035,0.3597456827607941,0.4033617205498432,0.5609443631039531
318,MWETokenizer,GB,-0.00836527779019333,0.37945314025503696,0.41276980923918105,0.5468771448181194
